,Round,Result,FSP.1,FSW.1,SSP.1,SSW.1,ACE.1,DBF.1,WNR.1,UFE.1,BPC.1,BPW.1,NPA.1,NPW.1,FSP.2,FSW.2,SSP.2,SSW.2,ACE.2,DBF.2,WNR.2,UFE.2,BPC.2,BPW.2,NPA.2,NPW.2,slam_code,Sex
66,2,1,59,20,41,10,4.0,3.0,23.0,15.0,5.0,13.0,13.0,17.0,57,15,43,4,1.0,2.0,5.0,19.0,0.0,1.0,5.0,6.0,1,1
39,1,1,67,37,33,19,1.0,2.0,32.0,14.0,11.0,6.0,26.0,17.0,61,39,39,12,8.0,6.0,20.0,25.0,2.0,1.0,23.0,15.0,3,2
105,4,0,71,82,29,22,19.0,2.0,43.0,31.0,7.0,1.0,24.0,12.0,58,68,42,30,24.0,5.0,68.0,42.0,15.0,3.0,48.0,30.0,3,2
97,1,0,59,56,41,29,7.0,8.0,35.0,29.0,0.0,4.0,17.0,27.0,67,66,33,19,28.0,6.0,36.0,30.5,4.0,8.0,23.0,38.0,4,2
96,3,0,69,83,31,27,15.0,3.0,73.0,25.0,8.0,1.0,64.0,51.0,81,101,19,15,19.0,1.0,60.0,23.0,7.0,1.0,34.0,25.0,3,2
98,3,0,58,15,42,8,3.0,2.0,15.0,10.0,4.0,1.0,10.0,7.0,75,22,25,5,4.0,2.0,24.0,9.0,5.0,3.0,13.0,11.0,3,1
102,3,1,57,37,43,19,13.0,1.0,32.0,26.0,5.0,9.0,13.0,18.0,44,25,56,17,5.0,6.0,21.0,34.0,0.0,2.0,5.0,9.0,1,2
71,2,1,69,51,31,15,0.0,6.0,14.0,20.0,3.0,7.0,5.0,7.0,71,45,29,11,6.0,1.0,42.0,47.0,3.0,13.0,12.0,15.0,1,1
15,1,1,50,20,50,15,4.0,2.0,39.0,36.0,5.0,9.0,7.0,10.0,77,21,23,5,1.0,0.0,6.0,11.0,2.0,5.0,4.0,4.0,1,1
69,2,1,55,48,45,27,15.0,4.0,53.0,16.0,9.0,2.0,25.0,15.0,62,55,38,24,7.0,3.0,25.0,16.0,2.0,1.0,39.0,25.0,3,2
19,1,1,68,36,32,14,10.0,1.0,35.0,29.0,7.0,14.0,15.0,23.0,53,18,47,9,3.0,4.0,36.0,30.5,1.0,8.0,7.0,15.0,4,2
4,1,1,65,28,35,11,6.0,1.0,19.0,18.0,7.0,10.0,7.0,10.0,50,18,50,7,1.0,5.0,27.0,27.0,4.0,14.0,10.0,15.0,1,1
3,1,1,72,87,28,19,14.0,2.0,48.0,27.0,4.0,13.0,14.0,30.0,53,58,47,38,13.0,10.0,72.0,56.0,4.0,13.0,33.0,43.0,2,2
66,2,0,82,17,18,6,0.0,3.0,7.0,11.0,1.0,3.0,5.0,10.0,75,26,25,5,1.0,3.0,29.0,17.0,5.0,8.0,7.0,11.0,2,1
87,2,0,58,77,42,40,10.0,9.0,74.0,89.0,4.0,14.0,29.0,39.0,64,82,36,38,9.0,1.0,49.0,52.0,5.0,20.0,21.0,32.0,2,2
122,5,0,70,28,30,5,2.0,2.0,27.0,27.0,5.0,11.0,20.0,34.0,84,41,16,3,0.0,0.0,30.0,25.0,6.0,7.0,16.0,24.0,2,1
18,1,0,62,41,38,10,11.0,2.0,35.0,29.0,0.0,2.0,12.0,21.0,72,42,28,11,3.0,5.0,36.0,30.5,5.0,7.0,25.0,31.0,4,2
23,1,0,43,17,57,8,2.0,10.0,11.0,26.0,0.0,7.0,0.0,3.0,52,32,48,15,7.0,6.0,28.0,24.0,4.0,8.0,10.0,14.0,1,1
19,1,0,70,55,30,18,7.0,3.0,29.0,37.0,5.0,14.0,17.0,34.0,58,52,42,33,12.0,3.0,52.0,66.0,4.0,5.0,26.0,38.0,2,2
55,1,0,61,59,39,25,8.0,6.0,35.0,44.0,3.0,5.0,21.0,35.0,62,61,38,21,7.0,2.0,50.0,41.0,3.0,13.0,16.0,22.0,2,2
95,3,0,60,53,40,25,19.0,3.0,45.0,12.0,14.0,3.0,29.0,16.0,53,54,47,27,11.0,5.0,50.0,19.0,18.0,5.0,34.0,24.0,3,2
60,1,0,62,42,38,17,2.0,1.0,19.0,23.0,0.0,0.0,13.0,20.0,64,43,36,18,9.0,5.0,43.0,27.0,3.0,4.0,18.0,22.0,1,2
95,2,1,74,45,26,11,7.0,1.0,39.0,19.0,5.0,10.0,11.0,14.0,67,33,33,10,4.0,3.0,21.0,24.0,0.0,3.0,8.0,10.0,1,2
91,2,0,53,22,47,12,3.0,3.0,17.0,37.0,3.0,6.0,2.0,2.0,74,30,26,8,2.0,3.0,15.0,29.0,5.0,12.0,11.0,15.0,1,1
28,1,1,40,16,60,14,2.0,3.0,28.0,21.0,6.0,17.0,9.0,11.0,58,14,42,9,1.0,8.0,13.0,36.0,1.0,3.0,5.0,8.0,1,1
6,1,0,68,73,32,24,5.0,3.0,41.0,50.0,9.0,17.0,14.0,30.0,60,66,40,34,2.0,6.0,57.0,72.0,10.0,17.0,25.0,36.0,1,2
106,3,0,70,18,30,7,1.0,1.0,11.0,20.0,1.0,4.0,13.0,17.0,73,32,27,8,5.0,3.0,23.0,21.0,4.0,10.0,2.0,3.0,2,1
79,2,1,64,37,36,15,5.0,4.0,29.0,13.0,5.0,8.0,21.0,25.0,63,33,37,10,8.0,9.0,29.0,32.0,0.0,0.0,14.0,25.0,1,2
9,1,1,77,76,23,11,6.0,4.0,6.0,4.0,7.0,24.0,17.0,22.0,60,68,40,25,8.0,12.0,8.0,12.0,6.0,14.0,18.0,22.0,1,2
53,1,1,52,30,48,20,7.0,1.0,31.0,7.0,17.0,6.0,31.0,22.0,64,30,36,14,7.0,3.0,23.0,17.0,1.0,0.0,23.0,10.0,3,2
107,3,0,58,30,42,10,13.0,3.0,31.0,59.0,2.0,7.0,11.0,22.0,83,46,17,7,4.0,1.0,21.0,23.0,7.0,20.0,11.0,14.0,1,2
103,3,1,58,54,42,31,9.0,2.0,48.0,29.0,5.0,14.0,24.0,32.0,61,58,39,23,6.0,10.0,37.0,46.0,1.0,5.0,19.0,31.0,2,2
106,3,0,65,12,35,4,0.0,0.0,2.0,23.0,0.0,1.0,0.0,3.0,69,21,31,8,1.0,1.0,20.0,20.0,5.0,9.0,7.0,9.0,1,1
110,3,1,67,38,33,20,2.0,0.0,21.0,18.0,6.0,12.0,9.0,13.0,69,39,31,10,10.0,5.0,33.0,57.0,0.0,6.0,4.0,9.0,1,2
98,3,0,63,37,37,14,5.0,3.0,21.0,41.0,3.0,5.0,18.0,28.0,66,41,34,17,1.0,4.0,35.0,30.0,7.0,19.0,14.0,20.0,2,2
16,1,0,68,34,32,7,2.0,4.0,22.0,41.0,5.0,7.0,11.0,21.0,53,28,47,21,2.0,6.0,33.0,30.0,8.0,12.0,18.0,22.0,1,2
9,1,1,67,56,33,21,22.0,6.0,61.0,29.0,8.0,3.0,47.0,35.0,54,40,46,22,4.0,2.0,22.0,15.0,6.0,0.0,23.0,15.0,3,2
106,3,1,64,21,36,8,8.0,1.0,28.0,12.0,9.0,6.0,9.0,8.0,64,10,36,9,0.0,0.0,8.0,9.0,2.0,1.0,15.0,10.0,3,1
70,2,0,68,40,32,13,9.0,5.0,19.0,14.0,10.0,2.0,38.0,22.0,61,40,39,17,12.0,8.0,45.0,24.0,8.0,3.0,25.0,16.0,3,2
88,3,1,67,51,33,19,9.0,0.0,47.0,16.0,7.0,6.0,39.0,25.0,62,45,38,21,14.0,6.0,44.0,20.0,9.0,3.0,65.0,38.0,3,2
24,1,1,57,37,43,26,5.0,1.0,32.0,11.0,15.0,6.0,31.0,20.0,60,41,40,20,12.0,2.0,44.0,37.0,10.0,2.0,21.0,13.0,3,2
16,1,0,59,58,41,23,5.0,14.0,35.0,29.0,6.0,17.0,15.0,22.0,57,60,43,34,10.0,5.0,36.0,30.5,6.0,9.0,22.0,41.0,4,2
3,1,1,57,36,43,21,4.0,4.0,35.0,30.0,14.0,4.0,22.0,17.0,68,45,32,15,0.0,4.0,32.0,45.0,4.0,1.0,48.0,32.0,3,1
58,1,1,69,25,31,8,2.0,4.0,17.0,17.0,6.0,7.0,4.0,5.0,62,11,38,3,2.0,4.0,4.0,25.0,1.0,7.0,0.0,0.0,2,1
64,2,0,66,49,34,13,1.0,5.0,29.0,27.0,3.0,0.0,39.0,25.0,63,44,37,20,11.0,1.0,41.0,14.0,15.0,4.0,23.0,19.0,3,2
38,1,1,63,47,37,20,13.0,4.0,41.0,33.0,7.0,4.0,24.0,16.0,60,34,40,16,7.0,3.0,19.0,30.0,6.0,0.0,10.0,5.0,3,2
61,1,0,54,29,46,16,1.0,8.0,23.0,60.0,8.0,5.0,15.0,12.0,73,40,27,7,5.0,6.0,16.0,42.0,13.0,7.0,5.0,3.0,4,1
19,1,1,70,28,30,11,2.0,3.0,16.0,19.0,6.0,9.0,7.0,9.0,60,19,40,8,2.0,9.0,20.0,45.0,3.0,8.0,4.0,8.0,2,1
30,1,0,53,62,47,33,7.0,9.0,35.0,29.0,3.0,14.0,17.0,22.0,56,64,44,40,8.0,7.0,36.0,30.5,6.0,11.0,18.0,22.0,4,2
55,1,1,76,27,24,8,3.0,1.0,11.0,10.0,5.0,7.0,1.0,1.0,56,18,44,5,4.0,6.0,25.0,39.0,2.0,5.0,1.0,6.0,2,1
29,1,1,68,50,32,13,5.0,4.0,37.0,30.0,15.0,7.0,24.0,18.0,57,41,43,22,1.0,6.0,28.0,42.0,9.0,5.0,30.0,16.0,3,2
23,1,1,55,43,45,29,11.0,4.0,36.0,14.0,10.0,2.0,21.0,18.0,52,51,48,27,11.0,11.0,34.0,36.0,0.0,0.0,26.0,14.0,3,2
76,2,1,57,49,43,28,11.0,2.0,11.0,2.0,7.0,17.0,17.0,22.0,51,46,49,26,9.0,10.0,9.0,10.0,4.0,13.0,18.0,22.0,1,2
5,1,0,59,41,41,27,7.0,6.0,22.0,28.0,6.0,1.0,11.0,6.0,70,56,30,11,25.0,3.0,53.0,30.0,12.0,4.0,33.0,26.0,3,2
13,1,1,63,58,37,21,20.0,7.0,64.0,29.0,11.0,6.0,25.0,18.0,63,48,37,24,7.0,1.0,23.0,34.0,2.0,1.0,27.0,14.0,3,2
31,1,0,55,50,45,30,10.0,8.0,35.0,29.0,2.0,5.0,17.0,22.0,63,56,37,27,7.0,5.0,36.0,30.5,7.0,17.0,18.0,22.0,4,2
36,1,0,62,78,38,32,17.0,2.0,60.0,40.0,7.0,3.0,23.0,14.0,61,84,39,36,13.0,5.0,47.0,49.0,5.0,2.0,26.0,17.0,3,2
41,1,0,67,31,33,13,0.0,5.0,19.0,22.0,11.0,3.0,14.0,7.0,59,32,41,14,10.0,6.0,29.0,19.0,11.0,5.0,15.0,9.0,3,1
26,1,1,65,34,35,15,5.0,1.0,35.0,29.0,5.0,8.0,17.0,22.0,63,20,37,11,1.0,5.0,36.0,30.5,0.0,3.0,18.0,22.0,4,2
123,6,0,67,76,33,30,5.0,2.0,54.0,75.0,5.0,9.0,32.0,50.0,64,73,36,35,6.0,3.0,61.0,44.0,8.0,16.0,15.0,26.0,2,2
58,1,1,59,62,41,24,12.0,4.0,35.0,29.0,5.0,10.0,17.0,22.0,46,41,54,36,14.0,5.0,36.0,30.5,4.0,9.0,18.0,22.0,4,2
30,2,1,64,21,36,11,4.0,1.0,16.0,13.0,7.0,5.0,8.0,6.0,57,16,43,7,3.0,3.0,15.0,19.0,1.0,0.0,10.0,5.0,4,1
119,4,1,62,24,38,12,5.0,1.0,32.0,21.0,4.0,10.0,13.0,21.0,68,20,32,9,1.0,1.0,13.0,12.0,0.0,1.0,10.0,16.0,2,1
124,1,0,64,41,36,15,6.0,4.0,35.0,29.0,1.0,6.0,24.0,35.0,71,51,29,16,3.0,1.0,36.0,30.5,4.0,4.0,22.0,28.0,4,2
93,3,0,62,12,38,4,3.0,0.0,8.0,10.0,0.0,0.0,14.0,4.0,47,12,53,17,5.0,1.0,21.0,6.0,9.0,6.0,6.0,5.0,3,2
83,2,1,68,37,32,10,3.0,2.0,25.0,18.0,6.0,2.0,19.0,16.0,64,28,36,15,6.0,0.0,20.0,12.0,1.0,0.0,30.0,16.0,3,1
104,3,1,59,35,41,16,5.0,2.0,25.0,20.0,9.0,4.0,11.0,8.0,60,37,40,13,12.0,8.0,34.0,15.0,9.0,4.0,11.0,7.0,3,1
8,1,0,78,21,22,9,1.0,2.0,17.0,15.0,1.0,1.0,15.0,9.0,67,29,33,10,6.0,0.0,17.0,7.0,5.0,4.0,3.0,2.0,3,1
31,2,1,76,22,34,6,0.0,1.0,14.0,11.0,9.0,6.0,9.0,9.0,55,12,45,5,0.0,0.0,11.0,27.0,4.0,2.0,18.0,10.0,4,1
80,1,1,74,48,26,11,13.0,2.0,35.0,29.0,5.0,14.0,15.0,22.0,59,33,41,19,6.0,4.0,36.0,30.5,1.0,1.0,6.0,10.0,4,2
4,1,0,52,31,48,22,4.0,4.0,21.0,24.0,1.0,1.0,3.0,5.0,58,39,42,19,10.0,1.0,42.0,37.0,4.0,7.0,12.0,13.0,2,2
18,1,0,47,17,53,9,1.0,2.0,1.0,2.0,0.0,5.0,9.0,9.5,54,23,46,12,9.0,4.0,9.0,4.0,4.0,7.0,9.0,9.0,1,1
59,1,1,60,27,40,11,5.0,4.0,25.0,17.0,8.0,4.0,13.0,11.0,54,15,46,11,1.0,3.0,6.0,8.0,3.0,0.0,16.0,9.0,3,1
44,1,0,55,37,45,25,4.0,4.0,34.0,39.0,1.0,13.0,15.0,23.0,64,50,36,27,10.0,5.0,39.0,22.0,5.0,13.0,9.0,11.0,2,2
54,1,0,56,43,44,18,8.0,6.0,35.0,29.0,2.0,2.0,26.0,16.0,55,39,45,25,9.0,2.0,31.0,14.0,9.0,5.0,21.0,14.0,3,2
50,1,1,69,28,31,12,2.0,3.0,11.0,11.0,14.0,6.0,1.0,1.0,65,24,35,8,0.0,4.0,34.0,46.0,10.0,3.0,9.0,8.0,4,1
75,2,1,66,35,34,9,0.0,6.0,8.0,18.0,7.0,14.0,12.0,16.0,53,23,47,14,10.0,6.0,43.0,56.0,5.0,6.0,19.0,34.0,1,1
23,1,1,73,55,27,14,16.0,2.0,61.0,36.0,6.0,9.0,32.0,45.0,64,42,36,18,8.0,1.0,26.0,18.0,2.0,5.0,9.0,13.0,2,2
7,4,0,69,37,31,14,3.0,1.0,17.0,20.0,2.0,2.0,24.0,12.0,60,38,40,19,15.0,2.0,46.0,22.0,7.0,4.0,16.0,12.0,4,1
35,2,1,64,39,36,12,2.0,4.0,18.0,21.0,6.0,4.0,6.0,5.0,79,33,21,5,1.0,2.0,10.0,26.0,6.0,0.0,9.0,6.0,4,1
87,1,1,50,56,50,38,10.0,7.0,35.0,29.0,8.0,18.0,32.0,50.0,57,57,43,39,11.0,8.0,36.0,30.5,6.0,11.0,21.0,36.0,4,2
48,1,0,55,29,45,10,4.0,1.0,26.0,26.0,3.0,2.0,30.0,15.0,58,21,42,13,1.0,0.0,15.0,4.0,10.0,5.0,15.0,6.0,3,1
43,1,0,57,9,43,5,1.0,4.0,14.0,18.0,1.0,0.0,14.0,6.0,60,18,40,13,5.0,0.0,19.0,2.0,9.0,5.0,7.0,4.0,3,1
22,1,1,58,61,42,27,5.0,2.0,35.0,29.0,8.0,11.0,17.0,22.0,58,53,42,27,13.0,7.0,36.0,30.5,6.0,14.0,18.0,22.0,4,2
41,1,0,54,16,46,13,2.0,5.0,9.0,23.0,3.0,5.0,1.0,4.0,68,29,32,9,2.0,7.0,26.0,36.0,6.0,15.0,6.0,9.0,2,1
103,1,0,52,28,48,18,6.0,1.0,35.0,29.0,0.0,2.0,13.0,27.0,65,41,35,20,3.0,2.0,36.0,30.5,4.0,7.0,14.0,17.0,4,2
76,2,1,59,24,41,11,3.0,1.0,22.0,10.0,4.0,13.0,3.0,4.0,63,25,37,8,4.0,2.0,23.0,24.0,1.0,2.0,11.0,17.0,1,1
6,4,0,55,26,45,18,3.0,8.0,41.0,42.0,13.0,7.0,20.0,8.0,73,40,27,7,3.0,9.0,21.0,30.0,19.0,9.0,24.0,16.0,4,1
85,2,0,42,11,58,1,3.0,1.0,12.0,22.0,1.0,5.0,2.0,3.0,68,21,32,8,0.0,2.0,17.0,13.0,6.0,9.0,4.0,5.0,1,1
20,1,0,60,39,40,25,0.0,4.0,21.0,35.0,1.0,2.0,8.0,18.0,64,50,36,15,13.0,4.0,38.0,33.0,4.0,12.0,12.0,14.0,2,2
51,1,0,73,45,27,10,3.0,3.0,27.0,11.0,1.0,5.0,11.0,18.0,63,45,37,16,14.0,1.0,52.0,29.0,4.0,9.0,16.0,27.0,2,2
2,1,1,76,30,24,5,1.0,0.0,25.0,13.0,4.0,12.0,4.0,5.0,76,35,24,6,0.0,3.0,20.0,25.0,0.0,4.0,14.0,20.0,2,1
14,1,0,66,48,34,21,5.0,5.0,42.0,30.0,11.0,2.0,49.0,29.0,65,59,35,20,20.0,6.0,55.0,36.0,8.0,4.0,26.0,17.0,3,2
69,2,1,58,61,42,38,17.0,3.0,66.0,25.0,4.0,13.0,13.0,17.0,62,68,38,27,14.0,6.0,64.0,65.0,1.0,11.0,42.0,65.0,1,2
57,1,1,55,30,45,18,3.0,3.0,38.0,30.0,8.0,14.0,16.0,26.0,69,34,31,17,1.0,1.0,31.0,19.0,7.0,10.0,10.0,15.0,2,1
95,3,1,60,52,40,32,3.0,2.0,36.0,29.0,6.0,10.0,11.0,22.0,58,60,42,21,9.0,7.0,61.0,50.0,7.0,14.0,21.0,33.0,2,2
81,2,1,66,26,34,15,0.0,2.0,8.0,26.0,4.0,4.0,5.0,10.0,52,16,48,8,4.0,1.0,13.0,38.0,2.0,5.0,7.0,11.0,1,1
5,5,0,60,40,40,18,1.0,4.0,15.0,33.0,6.0,4.0,12.0,7.0,68,43,32,14,5.0,8.0,44.0,42.0,14.0,7.0,23.0,17.0,4,1
56,1,0,63,33,37,12,4.0,3.0,18.0,27.0,1.0,1.0,5.0,8.0,77,32,23,9,4.0,4.0,20.0,12.0,4.0,11.0,4.0,6.0,2,2
96,3,1,48,20,52,15,10.0,2.0,25.0,21.0,4.0,7.0,4.0,12.0,54,15,46,12,2.0,2.0,10.0,19.0,1.0,6.0,1.0,3.0,1,1
120,5,0,56,34,44,23,1.0,4.0,34.0,35.0,5.0,12.0,12.0,18.0,58,42,42,20,2.0,6.0,47.0,37.0,7.0,13.0,19.0,24.0,1,1
119,1,1,59,57,41,31,6.0,3.0,35.0,29.0,6.0,14.0,30.0,45.0,63,53,37,29,5.0,3.0,36.0,30.5,4.0,15.0,38.0,53.0,4,2
33,1,0,63,27,37,11,4.0,7.0,24.0,43.0,2.0,8.0,11.0,14.0,62,30,38,16,6.0,2.0,20.0,24.0,4.0,5.0,1.0,3.0,1,1
19,1,0,66,52,34,21,3.0,2.0,49.0,33.0,12.0,4.0,37.0,24.0,69,62,31,22,8.0,3.0,45.0,29.0,15.0,8.0,82.0,50.0,3,2
20,1,0,60,58,40,21,13.0,8.0,40.0,36.0,3.0,10.0,18.0,28.0,64,74,36,27,18.0,11.0,62.0,64.0,5.0,9.0,31.0,46.0,1,2
38,1,1,53,39,47,24,8.0,6.0,33.0,37.0,4.0,7.0,18.0,22.0,60,41,40,16,4.0,9.0,21.0,36.0,4.0,8.0,8.0,19.0,1,2
27,1,1,75,55,25,19,22.0,1.0,40.0,20.0,4.0,2.0,24.0,16.0,65,47,35,15,4.0,4.0,27.0,20.0,0.0,0.0,18.0,13.0,3,2
88,1,1,57,41,43,35,5.0,3.0,35.0,29.0,5.0,9.0,17.0,26.0,63,40,37,16,6.0,5.0,36.0,30.5,1.0,9.0,29.0,50.0,4,2
84,2,1,57,34,43,20,9.0,3.0,54.0,35.0,7.0,16.0,15.0,22.0,75,46,25,8,1.0,2.0,23.0,26.0,4.0,6.0,9.0,24.0,2,2
48,1,0,57,30,43,16,1.0,0.0,37.0,35.0,1.0,4.0,13.0,20.0,54,31,46,20,2.0,1.0,19.0,14.0,3.0,12.0,5.0,7.0,2,1
17,1,0,54,27,46,17,1.0,3.0,17.0,22.0,2.0,0.0,21.0,11.0,62,38,38,20,7.0,2.0,29.0,15.0,8.0,5.0,41.0,29.0,3,2
98,3,1,74,40,26,12,8.0,1.0,38.0,3.0,16.0,5.0,21.0,18.0,66,32,34,15,6.0,4.0,18.0,14.0,0.0,0.0,23.0,12.0,3,2
90,2,1,71,25,29,8,9.0,0.0,30.0,9.0,9.0,4.0,11.0,6.0,75,24,25,9,3.0,1.0,15.0,5.0,0.0,0.0,14.0,8.0,3,1
8,1,0,61,31,39,16,4.0,5.0,20.0,18.0,1.0,1.0,14.0,9.0,70,45,30,16,16.0,2.0,41.0,19.0,6.0,4.0,11.0,8.0,3,2
89,2,0,55,21,45,11,2.0,3.0,2.0,3.0,0.0,0.0,9.0,9.5,67,24,33,8,5.0,1.0,5.0,1.0,4.0,9.0,9.0,9.0,1,1
107,3,1,61,26,39,16,1.0,0.0,10.0,17.0,3.0,6.0,9.0,16.0,62,24,38,12,1.0,2.0,24.0,48.0,1.0,3.0,14.0,18.0,2,1
88,2,1,69,70,31,24,5.0,4.0,44.0,45.0,6.0,15.0,19.0,32.0,57,55,43,30,2.0,5.0,48.0,48.0,3.0,11.0,17.0,32.0,2,2
62,1,0,46,15,54,7,1.0,6.0,16.0,19.0,8.0,1.0,16.0,13.0,52,24,48,12,1.0,5.0,21.0,20.0,12.0,6.0,22.0,15.0,4,1
101,3,1,67,77,33,26,27.0,6.0,82.0,69.0,3.0,12.0,22.0,30.0,74,94,26,20,8.0,4.0,43.0,34.0,3.0,7.0,17.0,29.0,1,2
57,1,1,61,53,39,30,7.0,7.0,28.0,57.0,5.0,10.0,8.0,17.0,61,55,39,22,2.0,10.0,41.0,88.0,4.0,8.0,23.0,39.0,1,2
45,1,1,67,28,33,5,2.0,4.0,30.0,30.0,7.0,13.0,3.0,3.0,57,17,43,8,1.0,5.0,7.0,24.0,3.0,6.0,1.0,5.0,2,1
58,1,1,63,25,37,10,2.0,6.0,21.0,31.0,6.0,13.0,4.0,5.0,67,18,33,5,4.0,4.0,10.0,32.0,3.0,8.0,2.0,6.0,1,1
109,4,1,61,26,39,7,1.0,7.0,12.0,13.0,7.0,5.0,2.0,2.0,60,18,40,4,2.0,2.0,9.0,16.0,2.0,1.0,5.0,1.0,3,1
27,3,1,52,31,48,12,3.0,5.0,20.0,23.0,9.0,6.0,28.0,14.0,81,30,19,5,0.0,2.0,28.0,27.0,7.0,5.0,26.0,19.0,4,1
21,1,1,66,37,34,17,8.0,1.0,35.0,19.0,12.0,5.0,43.0,33.0,60,34,40,12,12.0,7.0,29.0,30.0,2.0,0.0,21.0,10.0,3,2
52,1,1,54,15,46,15,3.0,2.0,31.0,18.0,6.0,10.0,5.0,11.0,70,25,30,11,1.0,1.0,20.0,20.0,3.0,6.0,6.0,11.0,2,1
54,1,0,71,23,29,6,3.0,2.0,13.0,16.0,0.0,0.0,3.0,7.0,80,31,20,5,1.0,0.0,28.0,20.0,3.0,7.0,7.0,7.0,2,1
45,2,1,56,27,44,15,1.0,4.0,23.0,33.0,16.0,6.0,11.0,6.0,59,30,41,14,5.0,5.0,27.0,46.0,12.0,4.0,12.0,8.0,4,1
67,2,1,58,62,42,30,9.0,12.0,51.0,60.0,5.0,15.0,27.0,33.0,65,57,35,23,3.0,5.0,24.0,37.0,2.0,16.0,15.0,24.0,1,2
97,3,0,64,37,36,15,4.0,6.0,31.0,44.0,3.0,9.0,11.0,14.0,78,58,22,11,2.0,2.0,30.0,33.0,5.0,6.0,9.0,12.0,2,1
36,2,0,41,9,59,15,0.0,4.0,2.0,16.0,6.0,1.0,7.0,1.0,42,24,58,15,8.0,6.0,33.0,25.0,6.0,4.0,16.0,7.0,4,1
113,4,0,61,33,39,14,0.0,3.0,11.0,47.0,1.0,2.0,5.0,9.0,65,37,35,16,6.0,1.0,29.0,28.0,6.0,11.0,10.0,12.0,1,1
2,6,1,63,26,37,9,4.0,1.0,19.0,20.0,11.0,5.0,11.0,6.0,63,20,37,10,0.0,4.0,8.0,24.0,4.0,1.0,19.0,13.0,4,1
34,1,0,64,35,36,13,1.0,1.0,17.0,25.0,2.0,3.0,2.0,3.0,67,50,33,16,3.0,3.0,28.0,27.0,5.0,7.0,5.0,5.0,2,2
116,4,0,67,32,33,11,2.0,2.0,23.0,43.0,4.0,8.0,20.0,30.0,64,26,36,14,0.0,4.0,22.0,28.0,6.0,13.0,4.0,4.0,1,1
42,1,0,61,39,39,11,8.0,1.0,39.0,18.0,6.0,0.0,17.0,12.0,60,49,40,21,12.0,9.0,39.0,17.0,4.0,3.0,26.0,16.0,3,2
24,1,1,65,36,35,13,6.0,5.0,30.0,17.0,4.0,7.0,9.0,12.0,53,29,47,12,2.0,6.0,41.0,31.0,4.0,11.0,22.0,33.0,1,1
31,1,0,67,52,33,21,6.0,3.0,32.0,24.0,7.0,2.0,36.0,28.0,60,53,40,28,13.0,2.0,53.0,24.0,11.0,3.0,46.0,32.0,3,2
37,2,1,56,28,44,12,4.0,6.0,19.0,19.0,11.0,6.0,15.0,9.0,55,13,45,9,0.0,4.0,14.0,39.0,9.0,2.0,15.0,9.0,4,1
115,4,0,52,32,48,23,8.0,1.0,29.0,28.0,0.0,1.0,11.0,25.0,57,42,43,25,7.0,1.0,43.0,21.0,3.0,7.0,34.0,41.0,1,2
91,2,1,64,57,36,23,27.0,2.0,63.0,36.0,2.0,6.0,17.0,25.0,67,55,33,22,6.0,1.0,23.0,23.0,0.0,5.0,7.0,10.0,1,2
73,2,1,69,71,31,20,21.0,4.0,55.0,17.0,10.0,5.0,29.0,24.0,63,63,37,18,17.0,6.0,48.0,30.0,3.0,2.0,51.0,33.0,3,2
30,1,0,75,31,25,8,2.0,1.0,17.0,21.0,2.0,6.0,8.0,10.0,69,41,31,10,2.0,3.0,33.0,30.0,3.0,6.0,8.0,9.0,1,1
16,1,0,59,29,41,10,1.0,5.0,20.0,42.0,5.0,8.0,15.0,26.0,55,33,45,18,3.0,4.0,22.0,22.0,8.0,11.0,6.0,11.0,2,2
96,3,0,81,23,19,3,0.0,1.0,8.0,24.0,4.0,11.0,4.0,4.0,57,22,43,13,3.0,8.0,25.0,34.0,8.0,8.0,4.0,7.0,2,1
120,5,1,52,52,48,27,10.0,4.0,43.0,62.0,5.0,13.0,18.0,28.0,61,46,39,23,2.0,1.0,30.0,46.0,3.0,12.0,12.0,13.0,1,2
42,1,0,48,29,52,19,3.0,8.0,23.0,41.0,1.0,1.0,14.0,22.0,66,32,34,13,7.0,1.0,19.0,20.0,3.0,12.0,5.0,7.0,1,1
68,2,1,59,30,41,16,1.0,2.0,16.0,13.0,8.0,5.0,12.0,7.0,56,28,44,16,7.0,3.0,30.0,31.0,9.0,4.0,8.0,5.0,3,1
112,4,1,56,54,44,24,14.0,3.0,57.0,37.0,2.0,5.0,17.0,25.0,71,53,29,14,1.0,0.0,24.0,22.0,1.0,4.0,13.0,16.0,1,2
101,3,0,68,73,32,27,2.0,1.0,61.0,68.0,4.0,12.0,28.0,36.0,70,74,30,30,4.0,2.0,50.0,52.0,6.0,17.0,28.0,40.0,2,2
6,1,0,53,59,47,44,8.0,8.0,35.0,29.0,10.0,18.0,17.0,22.0,59,65,41,38,2.0,7.0,36.0,30.5,11.0,26.0,18.0,22.0,4,2
63,1,1,72,26,28,6,3.0,0.0,21.0,13.0,8.0,5.0,9.0,62.0,50,10,50,10,1.0,4.0,9.0,19.0,3.0,1.0,9.0,34.0,4,1
16,1,0,85,26,15,3,3.0,1.0,14.0,13.0,0.0,0.0,22.0,8.0,70,35,30,14,7.0,0.0,32.0,6.0,8.0,6.0,25.0,21.0,3,2
